side,firstblood,firstdragon,void_grubs,opp_void_grubs,firsttower,turretplates,opp_turretplates,golddiffat10,xpdiffat10,killsat10,opp_killsat10,golddiffat15,xpdiffat15,killsat15,opp_killsat15,result
0,0,1,1,5,1,4,5,-1288,114,4,5,1440,2398,16,10,1
1,1,1,3,3,0,3,4,602,294,3,2,1668,1240,4,2,0
0,0,0,3,3,1,4,3,-602,-294,2,3,-1668,-1240,2,4,1
1,1,1,0,3,1,2,3,-826,-1007,6,8,-1967,-1546,9,13,0
0,0,0,3,0,0,3,2,826,1007,8,6,1967,1546,13,9,1
1,0,0,2,4,0,5,3,-485,-400,2,2,-518,-399,5,4,0
0,1,1,4,2,1,3,5,485,400,2,2,518,399,4,5,1
1,1,1,6,0,1,14,1,1674,1847,6,3,6887,5218,10,5,1
0,0,0,0,6,0,1,14,-1674,-1847,3,6,-6887,-5218,5,10,0
1,1,0,2,4,0,1,7,-362,-963,1,3,-1584,-1845,3,5,0
0,0,1,4,2,1,7,1,362,963,3,1,1584,1845,5,3,1
1,1,0,5,1,1,9,4,2472,406,8,4,4366,195,13,8,0
0,0,1,1,5,0,4,9,-2472,-406,4,8,-4366,-195,8,13,1
1,1,0,6,0,1,9,3,2552,1437,4,1,7005,4395,10,1,1
0,0,1,0,6,0,3,9,-2552,-1437,1,4,-7005,-4395,1,10,0
1,0,1,0,6,1,6,1,-580,-269,2,4,675,-350,3,6,1
0,1,0,6,0,0,1,6,580,269,4,2,-675,350,6,3,0
1,0,1,0,6,0,1,8,-2072,88,4,6,-4012,-1270,4,8,0
0,1,0,6,0,1,8,1,2072,-88,6,4,4012,1270,8,4,1
1,1,0,6,0,1,6,1,1815,1143,2,1,1004,-1722,3,4,0
0,0,1,0,6,0,1,6,-1815,-1143,1,2,-1004,1722,4,3,1
1,1,0,6,0,0,2,4,-708,-311,5,6,-489,-404,8,8,0
0,0,1,0,6,1,4,2,708,311,6,5,489,404,8,8,1
1,1,0,6,0,1,3,2,2687,1312,3,0,2217,1668,4,2,0
0,0,1,0,6,0,2,3,-2687,-1312,0,3,-2217,-1668,2,4,1
1,1,1,0,6,1,1,4,-21,-363,1,1,-1219,-909,3,5,1
0,0,0,6,0,0,4,1,21,363,1,1,1219,909,5,3,0
1,0,1,0,6,0,2,6,-1911,-1420,1,2,-3088,-3629,2,3,0
0,1,0,6,0,1,6,2,1911,1420,2,1,3088,3629,3,2,1
1,0,0,6,0,0,0,4,-1456,-440,1,3,-2296,-723,3,3,0
0,1,1,0,6,1,4,0,1456,440,3,1,2296,723,3,3,1
1,1,0,0,6,1,6,3,1365,684,2,0,3059,2166,6,0,1
0,0,1,6,0,0,3,6,-1365,-684,0,2,-3059,-2166,0,6,0
1,1,1,6,0,1,11,3,4051,2597,6,0,7367,4689,12,4,1
0,0,0,0,6,0,3,11,-4051,-2597,0,6,-7367,-4689,4,12,0
1,0,0,2,4,0,4,8,-795,-767,5,5,-2926,-1569,8,9,0
0,1,1,4,2,1,8,4,795,767,5,5,2926,1569,9,8,1
1,0,0,3,0,1,5,3,813,169,6,4,1253,405,7,5,0
0,1,1,0,3,0,3,5,-813,-169,4,6,-1253,-405,5,7,1
1,0,0,6,0,0,2,5,-1180,-482,0,2,-1832,-1463,2,5,0
0,1,1,0,6,1,5,2,1180,482,2,0,1832,1463,5,2,1
1,0,0,6,0,1,7,5,-42,-537,0,1,505,60,1,1,0
0,1,1,0,6,0,5,7,42,537,1,0,-505,-60,1,1,1
1,0,0,6,0,0,2,3,-836,-1099,0,1,-2838,-3254,4,8,0
0,1,1,0,6,1,3,2,836,1099,1,0,2838,3254,8,4,1
1,1,0,6,0,1,3,3,260,-188,2,1,-986,-1547,4,4,0
0,0,1,0,6,0,3,3,-260,188,1,2,986,1547,4,4,1
1,0,1,3,3,1,5,2,928,2008,3,3,928,2054,4,5,1
0,1,0,3,3,0,2,5,-928,-2008,3,3,-928,-2054,5,4,0
1,1,0,5,1,0,2,7,-1330,-1474,2,3,-3923,-3394,2,5,0
0,0,1,1,5,1,7,2,1330,1474,3,2,3923,3394,5,2,1
1,1,0,1,5,0,3,8,-2078,-2571,4,6,-6284,-4689,5,11,0
0,0,1,5,1,1,8,3,2078,2571,6,4,6284,4689,11,5,1
1,0,1,0,3,0,1,7,-1133,-616,1,3,-931,-913,2,3,0
0,1,0,3,0,1,7,1,1133,616,3,1,931,913,3,2,1
1,1,0,6,0,1,7,1,2639,901,3,0,3785,824,3,1,0
0,0,1,0,6,0,1,7,-2639,-901,0,3,-3785,-824,1,3,1
1,0,0,6,0,0,5,5,-646,-32,0,2,-90,-1203,5,5,1
0,1,1,0,6,1,5,5,646,32,2,0,90,1203,5,5,0
1,1,0,6,0,1,5,3,995,756,2,0,982,-1305,4,3,0
0,0,1,0,6,0,3,5,-995,-756,0,2,-982,1305,3,4,1
1,1,1,2,4,1,4,1,125,-236,0,0,786,1346,3,3,0
0,0,0,4,2,0,1,4,-125,236,0,0,-786,-1346,3,3,1
1,0,0,6,0,0,3,6,-1082,-312,0,2,-2148,-1600,1,2,0
0,1,1,0,6,1,6,3,1082,312,2,0,2148,1600,2,1,1
1,0,0,0,6,0,2,5,-1607,-265,2,4,-3149,-1717,5,6,0
0,1,1,6,0,1,5,2,1607,265,4,2,3149,1717,6,5,1
1,1,1,0,3,0,1,3,-99,-946,3,0,-1352,-1244,3,2,1
0,0,0,3,0,1,3,1,99,946,0,3,1352,1244,2,3,0
1,0,0,6,0,0,2,6,-1220,471,0,2,-3482,-657,1,5,1
0,1,1,0,6,1,6,2,1220,-471,2,0,3482,657,5,1,0
1,0,1,3,3,1,4,2,-698,-64,3,2,2502,1560,9,4,0
0,1,0,3,3,0,2,4,698,64,2,3,-2502,-1560,4,9,1
1,0,0,6,0,1,1,2,-139,18,0,1,-979,-1031,0,2,1
0,1,1,0,6,0,2,1,139,-18,1,0,979,1031,2,0,0
1,1,1,0,4,1,6,3,709,682,7,4,2021,1097,12,7,1
0,0,0,4,0,0,3,6,-709,-682,4,7,-2021,-1097,7,12,0
1,1,0,5,0,1,6,3,1172,580,1,2,2875,1210,2,2,1
0,0,1,0,5,0,3,6,-1172,-580,2,1,-2875,-1210,2,2,0
1,1,0,6,0,1,5,2,-283,700,2,4,2923,2949,4,4,1
0,0,1,0,6,0,2,5,283,-700,4,2,-2923,-2949,4,4,0
1,1,1,0,1,0,3,6,-1009,-1213,1,3,-1006,-92,4,4,1
0,0,0,1,0,1,6,3,1009,1213,3,1,1006,92,4,4,0
1,1,1,0,6,0,2,9,-2552,-2048,2,4,-7210,-5084,2,8,0
0,0,0,6,0,1,9,2,2552,2048,4,2,7210,5084,8,2,1
1,1,0,6,0,0,6,6,1165,754,1,0,1754,943,4,1,0
0,0,1,0,6,1,6,6,-1165,-754,0,1,-1754,-943,1,4,1
1,0,1,1,5,0,1,3,-1241,233,3,4,-3977,-841,3,6,0
0,1,0,5,1,1,3,1,1241,-233,4,3,3977,841,6,3,1
1,0,1,1,5,1,8,3,116,211,0,2,-301,-984,0,3,1
0,1,0,5,1,0,3,8,-116,-211,2,0,301,984,3,0,0
1,1,1,0,6,1,3,2,313,531,2,2,1856,2680,6,3,1
0,0,0,6,0,0,2,3,-313,-531,2,2,-1856,-2680,3,6,0
1,0,1,6,0,1,4,1,703,1018,3,2,755,813,7,7,1
0,1,0,0,6,0,1,4,-703,-1018,2,3,-755,-813,7,7,0
1,1,0,6,0,0,4,3,-500,-225,1,1,-2272,-730,2,3,1
0,0,1,0,6,1,3,4,500,225,1,1,2272,730,3,2,0
1,1,0,0,6,0,0,4,-906,-1084,1,2,-2789,-1729,1,3,1
0,0,1,6,0,1,4,0,906,1084,2,1,2789,1729,3,1,0
1,0,0,0,3,0,2,7,-3165,-1304,1,6,-7218,-3052,2,13,0
0,1,1,3,0,1,7,2,3165,1304,6,1,7218,3052,13,2,1
1,1,1,0,2,1,5,3,1097,85,2,0,4271,3840,6,0,1
0,0,0,2,0,0,3,5,-1097,-85,0,2,-4271,-3840,0,6,0
1,1,0,0,0,0,1,1,-2341,-369,1,8,-4182,-1629,3,12,0
0,0,1,0,0,1,1,1,2341,369,8,1,4182,1629,12,3,1
1,1,0,6,0,0,6,7,762,-78,2,0,1951,2541,4,1,1
0,0,1,0,6,1,7,6,-762,78,0,2,-1951,-2541,1,4,0
1,1,1,1,0,1,6,0,2062,1277,3,0,3486,2322,4,0,1
0,0,0,0,1,0,0,6,-2062,-1277,0,3,-3486,-2322,0,4,0
1,1,1,3,3,0,5,10,-864,-1600,3,2,-3384,-1461,5,4,1
0,0,0,3,3,1,10,5,864,1600,2,3,3384,1461,4,5,0
1,1,1,3,3,0,2,2,220,679,3,2,-770,-562,4,3,0
0,0,0,3,3,1,2,2,-220,-679,2,3,770,562,3,4,1
1,0,1,3,3,0,2,3,-207,-495,2,1,1371,-285,6,3,1
0,1,0,3,3,1,3,2,207,495,1,2,-1371,285,3,6,0
1,1,0,6,0,1,6,0,1077,1837,2,2,2612,2124,3,3,1
0,0,1,0,6,0,0,6,-1077,-1837,2,2,-2612,-2124,3,3,0
1,0,0,0,6,0,6,7,-389,356,0,1,-1695,-771,2,3,0
0,1,1,6,0,1,7,6,389,-356,1,0,1695,771,3,2,1
1,1,0,5,0,1,2,1,-774,-401,1,3,-364,519,4,5,1
0,0,1,0,5,0,1,2,774,401,3,1,364,-519,5,4,0
1,0,0,3,3,1,5,3,-865,-1215,3,3,-2793,-3924,4,6,0
0,1,1,3,3,0,3,5,865,1215,3,3,2793,3924,6,4,1
1,1,0,2,4,1,5,2,-553,-970,1,1,-2012,-2998,2,3,0
0,0,1,4,2,0,2,5,553,970,1,1,2012,2998,3,2,1
1,0,1,6,0,1,12,3,3432,2387,8,2,8445,4073,13,2,1
0,1,0,0,6,0,3,12,-3432,-2387,2,8,-8445,-4073,2,13,0
1,1,0,3,3,0,1,8,-1511,-1434,1,1,-3432,-1942,1,1,0
0,0,1,3,3,1,8,1,1511,1434,1,1,3432,1942,1,1,1
1,0,0,0,6,0,2,5,-1065,-88,2,3,-3270,-1244,4,6,0
0,1,1,6,0,1,5,2,1065,88,3,2,3270,1244,6,4,1
1,0,0,6,0,0,6,8,-269,-424,0,2,-1193,-780,5,6,0
0,1,1,0,6,1,8,6,269,424,2,0,1193,780,6,5,1
1,0,0,6,0,1,9,3,-702,-75,1,5,-647,-384,3,10,1
0,1,1,0,6,0,3,9,702,75,5,1,647,384,10,3,0
1,1,0,5,1,0,8,5,2326,1402,3,0,1737,1203,6,1,1
0,0,1,1,5,1,5,8,-2326,-1402,0,3,-1737,-1203,1,6,0
1,0,0,6,0,0,1,4,147,-95,4,4,1433,1455,10,5,1
0,1,1,0,6,1,4,1,-147,95,4,4,-1433,-1455,5,10,0
1,1,0,0,6,1,3,0,528,367,3,2,4259,3174,9,4,1
0,0,1,6,0,0,0,3,-528,-367,2,3,-4259,-3174,4,9,0
1,1,0,3,3,0,3,5,-391,-1402,1,0,-2263,-2714,2,1,0
0,0,1,3,3,1,5,3,391,1402,0,1,2263,2714,1,2,1
1,1,0,4,2,1,7,1,1914,1295,3,0,3774,1686,5,4,1
0,0,1,2,4,0,1,7,-1914,-1295,0,3,-3774,-1686,4,5,0
1,1,0,2,4,0,2,8,-864,-1474,2,3,-5753,-3868,3,11,0
0,0,1,4,2,1,8,2,864,1474,3,2,5753,3868,11,3,1
1,1,0,5,1,1,8,2,156,-379,1,1,3720,2740,8,3,1
0,0,1,1,5,0,2,8,-156,379,1,1,-3720,-2740,3,8,0
1,1,0,6,0,1,3,1,1080,-218,3,1,2058,179,4,2,1
0,0,1,0,6,0,1,3,-1080,218,1,3,-2058,-179,2,4,0
1,1,0,3,0,1,7,6,1018,186,7,3,6045,4504,16,5,1
0,0,1,0,3,0,6,7,-1018,-186,3,7,-6045,-4504,5,16,0
1,0,0,0,6,0,2,6,-1829,-1367,0,1,-3958,-2325,3,5,0
0,1,1,6,0,1,6,2,1829,1367,1,0,3958,2325,5,3,1
1,0,0,6,0,1,2,6,548,504,1,1,-880,-654,2,3,1
0,1,1,0,6,0,6,2,-548,-504,1,1,880,654,3,2,0
1,1,0,5,1,1,7,3,-351,-1499,3,3,1118,-1793,3,3,1
0,0,1,1,5,0,3,7,351,1499,3,3,-1118,1793,3,3,0
1,1,0,4,2,0,2,2,1007,334,2,0,1138,901,3,0,1
0,0,1,2,4,1,2,2,-1007,-334,0,2,-1138,-901,0,3,0
1,1,0,1,5,1,3,4,397,123,1,0,1279,1161,3,0,1
0,0,1,5,1,0,4,3,-397,-123,0,1,-1279,-1161,0,3,0
1,0,1,0,3,0,3,6,640,305,5,3,842,1532,8,3,0
0,1,0,3,0,1,6,3,-640,-305,3,5,-842,-1532,3,8,1
1,1,0,3,0,1,15,5,7406,4664,17,3,11195,6549,30,8,1
0,0,1,0,3,0,5,15,-7406,-4664,3,17,-11195,-6549,8,30,0
1,0,1,6,0,0,1,3,-584,388,0,1,-540,1531,4,4,1
0,1,0,0,6,1,3,1,584,-388,1,0,540,-1531,4,4,0
1,1,1,0,6,1,3,1,505,681,1,0,1474,2194,2,0,1
0,0,0,6,0,0,1,3,-505,-681,0,1,-1474,-2194,0,2,0
1,1,1,6,0,1,7,1,1436,1164,2,0,3363,985,2,0,1
0,0,0,0,6,0,1,7,-1436,-1164,0,2,-3363,-985,0,2,0
1,0,1,5,1,0,4,5,-1044,220,0,1,-837,1275,1,3,0
0,1,0,1,5,1,5,4,1044,-220,1,0,837,-1275,3,1,1
1,1,0,6,0,0,6,5,-45,-11,0,0,1414,2042,5,4,1
0,0,1,0,6,1,5,6,45,11,0,0,-1414,-2042,4,5,0
1,0,1,5,1,1,2,3,-702,768,4,6,-1345,1085,5,9,1
0,1,0,1,5,0,3,2,702,-768,6,4,1345,-1085,9,5,0
1,1,1,6,0,1,7,5,292,-821,2,1,1500,563,6,5,1
0,0,0,0,6,0,5,7,-292,821,1,2,-1500,-563,5,6,0
1,1,0,6,0,1,2,2,880,-15,2,0,1013,-849,3,2,1
0,0,1,0,6,0,2,2,-880,15,0,2,-1013,849,2,3,0
1,0,0,6,0,0,8,7,569,284,2,1,-752,-1419,2,3,0
0,1,1,0,6,1,7,8,-569,-284,1,2,752,1419,3,2,1
1,1,0,6,0,1,9,3,1712,725,5,3,2347,321,8,6,1
0,0,1,0,6,0,3,9,-1712,-725,3,5,-2347,-321,6,8,0
1,0,1,0,6,0,1,2,-1719,-837,0,4,-1631,-453,2,6,0
0,1,0,6,0,1,2,1,1719,837,4,0,1631,453,6,2,1
1,0,0,3,3,1,4,2,-358,327,0,0,632,396,0,0,0
0,1,1,3,3,0,2,4,358,-327,0,0,-632,-396,0,0,1
1,1,0,6,0,1,8,1,2822,1408,6,2,3834,1209,7,4,1
0,0,1,0,6,0,1,8,-2822,-1408,2,6,-3834,-1209,4,7,0
1,0,0,6,0,0,3,6,-1833,-1462,0,3,-2105,-1148,2,5,0
0,1,1,0,6,1,6,3,1833,1462,3,0,2105,1148,5,2,1
1,1,1,4,2,1,7,12,-34,447,1,3,-1308,261,3,5,0
0,0,0,2,4,0,12,7,34,-447,3,1,1308,-261,5,3,1
1,1,0,3,3,1,4,5,883,-161,5,4,1505,1428,8,6,1
0,0,1,3,3,0,5,4,-883,161,4,5,-1505,-1428,6,8,0
1,0,1,0,6,0,2,6,-1818,-1113,3,5,-4873,-3568,3,7,0
0,1,0,6,0,1,6,2,1818,1113,5,3,4873,3568,7,3,1
1,1,1,6,0,0,1,2,516,-351,2,1,2578,1310,7,2,1
0,0,0,0,6,1,2,1,-516,351,1,2,-2578,-1310,2,7,0
1,0,1,1,5,0,0,6,-1483,-1596,1,3,-2353,-1910,2,4,0
0,1,0,5,1,1,6,0,1483,1596,3,1,2353,1910,4,2,1
1,1,0,4,2,1,7,2,1242,749,3,4,2582,327,4,6,0
0,0,1,2,4,0,2,7,-1242,-749,4,3,-2582,-327,6,4,1
1,1,1,3,3,0,5,2,3434,1393,7,0,5012,3360,9,0,1
0,0,0,3,3,1,2,5,-3434,-1393,0,7,-5012,-3360,0,9,0
1,1,0,3,3,0,5,7,190,-984,4,2,-2857,-1811,5,6,0
0,0,1,3,3,1,7,5,-190,984,2,4,2857,1811,6,5,1
1,1,0,2,1,0,4,9,-2104,-1476,1,4,-2561,-1296,1,5,0
0,0,1,1,2,1,9,4,2104,1476,4,1,2561,1296,5,1,1
1,0,0,0,6,1,3,3,-1001,-1081,1,2,-2871,-3595,1,7,0
0,1,1,6,0,0,3,3,1001,1081,2,1,2871,3595,7,1,1
1,1,1,5,1,1,3,1,1950,1555,3,0,1215,460,3,2,1
0,0,0,1,5,0,1,3,-1950,-1555,0,3,-1215,-460,2,3,0
1,1,0,5,1,0,4,3,444,-557,1,0,-1126,-957,3,4,0
0,0,1,1,5,1,3,4,-444,557,0,1,1126,957,4,3,1
1,1,0,4,2,1,6,3,65,-965,0,0,-292,-2009,2,3,1
0,0,1,2,4,0,3,6,-65,965,0,0,292,2009,3,2,0
1,1,1,5,1,0,4,3,-409,-1540,2,2,-3100,-2429,3,6,1
0,0,0,1,5,1,3,4,409,1540,2,2,3100,2429,6,3,0
1,1,1,6,0,1,7,1,2493,1688,4,1,5764,4046,6,2,1
0,0,0,0,6,0,1,7,-2493,-1688,1,4,-5764,-4046,2,6,0
1,0,0,5,1,1,7,3,2860,1168,10,4,5452,4133,16,7,1
0,1,1,1,5,0,3,7,-2860,-1168,4,10,-5452,-4133,7,16,0
1,0,1,1,5,1,6,4,-267,50,2,2,1833,1338,6,5,0
0,1,0,5,1,0,4,6,267,-50,2,2,-1833,-1338,5,6,1
1,0,0,5,1,0,1,6,-2103,-1418,1,4,-2921,-1419,3,4,0
0,1,1,1,5,1,6,1,2103,1418,4,1,2921,1419,4,3,1
1,1,0,6,0,1,4,2,1881,1181,2,1,2717,899,2,2,1
0,0,1,0,6,0,2,4,-1881,-1181,1,2,-2717,-899,2,2,0
1,0,0,0,6,1,2,8,-1784,-1950,1,2,395,1191,8,4,0
0,1,1,6,0,0,8,2,1784,1950,2,1,-395,-1191,4,8,1
1,0,0,5,1,0,3,2,-480,842,1,4,950,2232,4,5,0
0,1,1,1,5,1,2,3,480,-842,4,1,-950,-2232,5,4,1
1,1,1,0,6,0,2,9,-2394,-2233,1,1,-5215,-4052,2,4,0
0,0,0,6,0,1,9,2,2394,2233,1,1,5215,4052,4,2,1
1,1,1,3,3,0,3,4,-2819,-2962,2,7,-2691,-2302,5,11,0
0,0,0,3,3,1,4,3,2819,2962,7,2,2691,2302,11,5,1
1,1,0,6,0,1,6,3,1345,215,4,2,2842,623,5,3,1
0,0,1,0,6,0,3,6,-1345,-215,2,4,-2842,-623,3,5,0
1,1,0,3,3,1,5,1,1992,1565,3,0,3734,3313,5,0,1
0,0,1,3,3,0,1,5,-1992,-1565,0,3,-3734,-3313,0,5,0
1,0,1,5,1,1,5,0,1488,929,3,1,4002,2023,5,1,1
0,1,0,1,5,0,0,5,-1488,-929,1,3,-4002,-2023,1,5,0
1,1,0,6,0,1,5,7,670,383,2,0,1904,-526,3,0,0
0,0,1,0,6,0,7,5,-670,-383,0,2,-1904,526,0,3,1
1,0,0,6,0,0,4,4,422,338,3,2,636,1007,7,5,1
0,1,1,0,6,1,4,4,-422,-338,2,3,-636,-1007,5,7,0
1,0,0,4,2,0,2,6,-1452,-988,2,2,-3408,-3184,4,4,0
0,1,1,2,4,1,6,2,1452,988,2,2,3408,3184,4,4,1
1,1,1,2,4,1,2,2,564,1146,0,0,1099,2162,1,0,1
0,0,0,4,2,0,2,2,-564,-1146,0,0,-1099,-2162,0,1,0
1,0,0,2,4,0,4,4,-1723,-2318,5,6,-2530,-2568,6,9,1
0,1,1,4,2,1,4,4,1723,2318,6,5,2530,2568,9,6,0
1,0,1,6,0,1,8,6,-1355,-312,3,6,-2441,-874,4,11,0
0,1,0,0,6,0,6,8,1355,312,6,3,2441,874,11,4,1
1,1,1,3,3,1,4,4,-340,-839,4,5,793,311,7,7,1
0,0,0,3,3,0,4,4,340,839,5,4,-793,-311,7,7,0
1,0,1,0,6,0,6,8,-2493,-1424,1,4,-3598,-725,2,8,0
0,1,0,6,0,1,8,6,2493,1424,4,1,3598,725,8,2,1
1,1,1,0,6,0,2,6,-1612,-940,2,5,-2688,-1635,6,6,0
0,0,0,6,0,1,6,2,1612,940,5,2,2688,1635,6,6,1
1,0,1,6,0,1,7,2,181,2079,2,4,814,2687,2,4,1
0,1,0,0,6,0,2,7,-181,-2079,4,2,-814,-2687,4,2,0
1,1,1,2,4,0,0,0,423,143,0,0,1185,1415,2,0,0
0,0,0,4,2,1,0,0,-423,-143,0,0,-1185,-1415,0,2,1
1,0,1,3,3,0,2,5,-1920,-492,0,3,-3347,-1763,1,6,0
0,1,0,3,3,1,5,2,1920,492,3,0,3347,1763,6,1,1
1,1,0,6,0,1,3,2,1249,693,2,0,3661,3301,7,2,1
0,0,1,0,6,0,2,3,-1249,-693,0,2,-3661,-3301,2,7,0
1,1,0,6,0,0,3,6,-1015,-1224,6,7,-594,-538,9,9,1
0,0,1,0,6,1,6,3,1015,1224,7,6,594,538,9,9,0
1,0,0,5,1,1,6,1,-479,60,1,3,2305,1443,1,3,1
0,1,1,1,5,0,1,6,479,-60,3,1,-2305,-1443,3,1,0
1,1,0,5,1,0,0,9,-1466,-1920,2,2,-2386,-2339,3,2,0
0,0,1,1,5,1,9,0,1466,1920,2,2,2386,2339,2,3,1
1,1,1,3,3,1,6,1,712,632,3,1,2508,1234,4,1,1
0,0,0,3,3,0,1,6,-712,-632,1,3,-2508,-1234,1,4,0
1,0,1,0,6,1,6,3,-1310,-344,1,2,443,2010,5,6,0
0,1,0,6,0,0,3,6,1310,344,2,1,-443,-2010,6,5,1
1,1,0,6,0,1,13,4,1030,448,6,6,3912,2220,12,9,1
0,0,1,0,6,0,4,13,-1030,-448,6,6,-3912,-2220,9,12,0
1,1,0,6,0,1,5,3,123,-1000,1,0,3591,1765,6,1,1
0,0,1,0,6,0,3,5,-123,1000,0,1,-3591,-1765,1,6,0
1,1,0,5,1,1,8,2,635,56,1,3,3443,1358,1,3,1
0,0,1,1,5,0,2,8,-635,-56,3,1,-3443,-1358,3,1,0
1,0,1,1,2,0,2,6,-1683,-1519,0,3,-2054,-1051,1,4,0
0,1,0,2,1,1,6,2,1683,1519,3,0,2054,1051,4,1,1
1,0,0,6,0,0,2,5,-312,731,2,2,-2543,-381,4,5,0
0,1,1,0,6,1,5,2,312,-731,2,2,2543,381,5,4,1
1,1,1,1,2,1,5,1,1985,1712,3,0,2516,2263,5,1,1
0,0,0,2,1,0,1,5,-1985,-1712,0,3,-2516,-2263,1,5,0
1,0,0,0,6,0,2,7,-2534,-1620,0,2,-4563,-2543,0,2,0
0,1,1,6,0,1,7,2,2534,1620,2,0,4563,2543,2,0,1
1,1,1,3,3,1,6,3,1501,1436,2,0,2364,2283,2,1,1
0,0,0,3,3,0,3,6,-1501,-1436,0,2,-2364,-2283,1,2,0
1,0,0,6,0,1,6,5,-614,-635,2,4,734,759,6,7,0
0,1,1,0,6,0,5,6,614,635,4,2,-734,-759,7,6,1
1,0,0,0,6,1,2,4,-2790,-2074,0,4,-3144,-1355,0,4,0
0,1,1,6,0,0,4,2,2790,2074,4,0,3144,1355,4,0,1
1,0,0,2,4,0,1,7,-2152,-1883,0,1,-4315,-3284,0,2,0
0,1,1,4,2,1,7,1,2152,1883,1,0,4315,3284,2,0,1
1,1,1,3,3,0,3,5,-508,-600,0,0,111,207,2,2,0
0,0,0,3,3,1,5,3,508,600,0,0,-111,-207,2,2,1
1,0,1,3,3,1,8,11,-1141,139,1,1,-3700,-2599,1,5,0
0,1,0,3,3,0,11,8,1141,-139,1,1,3700,2599,5,1,1
1,1,0,6,0,1,8,3,1756,971,1,0,3236,2479,4,2,1
0,0,1,0,6,0,3,8,-1756,-971,0,1,-3236,-2479,2,4,0
1,0,0,6,0,1,5,5,-1242,-745,1,5,-1617,-2472,1,6,1
0,1,1,0,6,0,5,5,1242,745,5,1,1617,2472,6,1,0
1,1,0,6,0,1,7,3,1738,841,1,0,5275,1895,6,0,1
0,0,1,0,6,0,3,7,-1738,-841,0,1,-5275,-1895,0,6,0
1,1,1,4,2,0,5,3,-28,16,3,2,2024,2218,8,4,1
0,0,0,2,4,1,3,5,28,-16,2,3,-2024,-2218,4,8,0
1,0,1,3,3,0,6,7,-341,-367,2,2,-1667,-1343,2,3,0
0,1,0,3,3,1,7,6,341,367,2,2,1667,1343,3,2,1
1,0,0,0,6,1,1,3,-2030,-144,1,5,-1691,31,1,5,1
0,1,1,6,0,0,3,1,2030,144,5,1,1691,-31,5,1,0
1,0,0,4,0,0,2,1,42,64,1,1,1827,1381,5,2,1
0,1,1,0,4,1,1,2,-42,-64,1,1,-1827,-1381,2,5,0
1,1,1,5,1,1,5,3,1158,6,3,1,3058,1748,7,1,1
0,0,0,1,5,0,3,5,-1158,-6,1,3,-3058,-1748,1,7,0
1,0,0,0,6,0,2,9,-961,-240,0,2,-3609,-1432,2,6,0
0,1,1,6,0,1,9,2,961,240,2,0,3609,1432,6,2,1
1,0,1,4,2,0,3,4,-162,929,2,1,-688,861,3,3,1
0,1,0,2,4,1,4,3,162,-929,1,2,688,-861,3,3,0
1,1,1,6,0,1,5,2,3478,1719,5,0,5593,1683,6,0,1
0,0,0,0,6,0,2,5,-3478,-1719,0,5,-5593,-1683,0,6,0
1,0,0,3,0,1,3,5,1291,667,3,2,1390,501,5,4,1
0,1,1,0,3,0,5,3,-1291,-667,2,3,-1390,-501,4,5,0
1,0,0,3,1,0,2,6,-1132,11,2,3,-2673,-783,3,5,0
0,1,1,1,3,1,6,2,1132,-11,3,2,2673,783,5,3,1
1,1,0,3,3,1,4,2,698,-342,1,0,1424,1289,4,3,0
0,0,1,3,3,0,2,4,-698,342,0,1,-1424,-1289,3,4,1
1,1,0,4,2,1,4,4,1572,456,3,2,2282,359,7,3,1
0,0,1,2,4,0,4,4,-1572,-456,2,3,-2282,-359,3,7,0
1,0,1,3,3,1,5,1,-633,47,3,5,1197,1484,7,5,0
0,1,0,3,3,0,1,5,633,-47,5,3,-1197,-1484,5,7,1
1,0,0,6,0,0,7,4,-1985,-1070,1,3,-3310,-2977,1,6,0
0,1,1,0,6,1,4,7,1985,1070,3,1,3310,2977,6,1,1
1,0,0,1,5,0,5,8,-1642,-632,1,4,-5185,-3773,1,8,0
0,1,1,5,1,1,8,5,1642,632,4,1,5185,3773,8,1,1
1,1,0,2,4,1,2,3,654,145,1,0,2310,1244,4,0,1
0,0,1,4,2,0,3,2,-654,-145,0,1,-2310,-1244,0,4,0
1,1,0,3,3,1,4,4,-402,429,1,3,-447,-148,2,7,1
0,0,1,3,3,0,4,4,402,-429,3,1,447,148,7,2,0
1,1,0,5,1,1,5,6,1750,873,4,1,577,-278,6,6,1
0,0,1,1,5,0,6,5,-1750,-873,1,4,-577,278,6,6,0
1,0,0,2,1,1,4,2,-465,-586,1,2,1173,-194,4,3,1
0,1,1,1,2,0,2,4,465,586,2,1,-1173,194,3,4,0
1,1,1,3,3,0,1,5,88,-1575,2,1,-2048,-2215,2,3,0
0,0,0,3,3,1,5,1,-88,1575,1,2,2048,2215,3,2,1
1,1,0,6,0,1,7,4,2333,1257,5,1,4276,32,11,5,1
0,0,1,0,6,0,4,7,-2333,-1257,1,5,-4276,-32,5,11,0
1,0,1,6,0,0,3,3,-470,-1400,2,2,877,-644,3,2,1
0,1,0,0,6,1,3,3,470,1400,2,2,-877,644,2,3,0
1,0,1,0,6,0,3,5,-265,-843,3,3,-3605,-2933,3,4,0
0,1,0,6,0,1,5,3,265,843,3,3,3605,2933,4,3,1
1,1,1,5,1,0,3,9,174,-205,1,2,-1132,-1424,7,8,0
